departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
ANTIOQUIA,5,COCORNÁ,"5,197",Rural,Vereda La Florida,"2,005",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,6.058001,-75.185085,Sin informacion,"(6.058001, -75.185085)",Fuerza pública
NORTE DE SANTANDER,54,SARDINATA,"54,720",Rural,Vereda La Marina,"2,005",11,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,8.083016,-72.801023,Sin informacion,"(8.083016, -72.801023)",Fuerza pública
NORTE DE SANTANDER,54,SARDINATA,"54,720",Rural,Vereda La Marina,"2,005",11,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,8.083016,-72.801023,Sin informacion,"(8.083016, -72.801023)",Fuerza pública
META,50,LA MACARENA,"50,350",Rural,Vereda La Tunia,"2,004",10,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,1.802222,-74.156389,Sin informacion,"(1.802222, -74.156389)",Fuerza pública
META,50,LA MACARENA,"50,350",Rural,Vereda La Tunia,"2,004",10,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.802222,-74.156389,Sin informacion,"(1.802222, -74.156389)",Fuerza pública
META,50,LA MACARENA,"50,350",Rural,Vereda La Tunia,"2,004",10,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.802222,-74.156389,Sin informacion,"(1.802222, -74.156389)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Sitio El Pajal,"2,005",12,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.073333,-75.147222,Sin informacion,"(7.073333, -75.147222)",Fuerza pública
CESAR,20,SAN ALBERTO,"20,710",Rural,Sin información,"1,996",4,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,7.76369292969,-73.3961001009,Sin informacion,"(7.76369292969, -73.3961001009)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda Camelias,"2,004",7,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,7.273611,-75.661111,Sin informacion,"(7.273611, -75.661111)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda Camelias,"2,004",7,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,7.273611,-75.661111,Sin informacion,"(7.273611, -75.661111)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio Alto Mata De Piña,"2,007",6,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,8.437183,-73.287706,Sin informacion,"(8.437183, -73.287706)",Fuerza pública
META,50,MESETAS,"50,330",Rural,La Libertad,"2,004",1,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.380371,-74.042419,Sin informacion,"(3.380371, -74.042419)",Fuerza pública
BOLIVAR,13,MORALES,"13,473",Rural,Vereda Buenos Aires,"2,008",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,8.300278,-74.035278,Sin informacion,"(8.300278, -74.035278)",Fuerza pública
HUILA,41,LA ARGENTINA,"41,378",Rural,"Vereda El Pénsil, San Bartolo.","2,002",7,Menor de 18 años,No,Civil,Hombre,Muerto,2.198006,-75.980581,Sin informacion,"(2.198006, -75.980581)",Sin Información
HUILA,41,LA ARGENTINA,"41,378",Rural,"Vereda El Pénsil, San Bartolo.","2,002",7,Menor de 18 años,No,Civil,Hombre,Muerto,2.198006,-75.980581,Sin informacion,"(2.198006, -75.980581)",Sin Información
HUILA,41,LA ARGENTINA,"41,378",Rural,"Vereda El Pénsil, San Bartolo.","2,002",7,Menor de 18 años,No,Civil,Hombre,Muerto,2.198006,-75.980581,Sin informacion,"(2.198006, -75.980581)",Sin Información
HUILA,41,LA ARGENTINA,"41,378",Rural,"Vereda El Pénsil, San Bartolo.","2,002",7,Menor de 18 años,No,Civil,Hombre,Muerto,2.198006,-75.980581,Sin informacion,"(2.198006, -75.980581)",Sin Información
ANTIOQUIA,5,URRAO,"5,847",Rural,Vereda San José,"2,004",5,Mayor de 18 años,No,Civil,Hombre,Herido,6.253366,-76.125641,Sin informacion,"(6.253366, -76.125641)","Pasando, estando cerca"
TOLIMA,73,PLANADAS,"73,555",Rural,Parte Alta Los Guayabos,"2,007",5,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,2.972778,-75.810556,Sin informacion,"(2.972778, -75.810556)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Barrio Paraiso,"2,006",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.119167,-74.719167,Sin informacion,"(2.119167, -74.719167)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Barrio Paraiso,"2,006",3,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,2.119167,-74.719167,Sin informacion,"(2.119167, -74.719167)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Barrio Paraiso,"2,006",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.119167,-74.719167,Sin informacion,"(2.119167, -74.719167)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Barrio Paraiso,"2,006",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.119167,-74.719167,Sin informacion,"(2.119167, -74.719167)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Barrio Paraiso,"2,006",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.119167,-74.719167,Sin informacion,"(2.119167, -74.719167)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Barrio Paraiso,"2,006",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.119167,-74.719167,Sin informacion,"(2.119167, -74.719167)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,No,Civil,Hombre,Herido,3.125088,-73.752373,Sin informacion,"(3.125088, -73.752373)",Sin Información
ARAUCA,81,TAME,"81,794",Rural,Vereda Holanda,"2,003",4,Mayor de 18 años,No,Civil,Hombre,Herido,6.461209,-71.730855,Sin informacion,"(6.461209, -71.730855)","Pasando, estando cerca"
CAUCA,19,POPAYÁN,"19,001",Rural,Torreremolino,"2,007",11,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.468056,-76.5875,Sin informacion,"(2.468056, -76.5875)",Fuerza pública
CAUCA,19,POPAYÁN,"19,001",Rural,Torreremolino,"2,007",11,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,2.468056,-76.5875,Sin informacion,"(2.468056, -76.5875)",Fuerza pública
META,50,EL DORADO,"50,270",Rural,Vereda Palo Marcado,"2,004",4,Mayor de 18 años,No,Civil,Hombre,Herido,3.7393,-73.835,Sin informacion,"(3.7393, -73.835)",Agricultura
META,50,EL DORADO,"50,270",Rural,Vereda Palo Marcado,"2,004",4,Mayor de 18 años,No,Civil,Hombre,Herido,3.7393,-73.835,Sin informacion,"(3.7393, -73.835)",Agricultura
SANTANDER,68,EL PLAYÓN,"68,255",Rural,Sin información,"1,992",11,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.468218,-73.203767,Sin informacion,"(7.468218, -73.203767)",Fuerza pública
SANTANDER,68,EL PLAYÓN,"68,255",Rural,Sin información,"1,992",11,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.468218,-73.203767,Sin informacion,"(7.468218, -73.203767)",Fuerza pública
SANTANDER,68,EL PLAYÓN,"68,255",Rural,Sin información,"1,992",11,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,7.468218,-73.203767,Sin informacion,"(7.468218, -73.203767)",Fuerza pública
SANTANDER,68,EL PLAYÓN,"68,255",Rural,Sin información,"1,992",11,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.468218,-73.203767,Sin informacion,"(7.468218, -73.203767)",Fuerza pública
META,50,LEJANÍAS,"50,400",Rural,Vereda Naranjales,"2,004",3,Mayor de 18 años,No,Civil,Hombre,Herido,3.517426,-74.003888,Sin informacion,"(3.517426, -74.003888)","Pasando, estando cerca"
SANTANDER,68,MATANZA,"68,444",Rural,Vereda La Colina,"2,001",4,Menor de 18 años,No,Civil,Hombre,Herido,7.317122,-73.016985,Sin informacion,"(7.317122, -73.016985)",Agricultura
SANTANDER,68,MATANZA,"68,444",Rural,Vereda La Colina,"2,001",4,Mayor de 18 años,No,Civil,Hombre,Herido,7.317122,-73.016985,Sin informacion,"(7.317122, -73.016985)",Agricultura
ANTIOQUIA,5,SONSÓN,"5,756",Rural,Sin información,"2,005",11,Menor de 18 años,No,Civil,Hombre,Herido,5.709167,-75.310278,Sin informacion,"(5.709167, -75.310278)","Pasando, estando cerca"
NARIÑO,52,SANTA CRUZ,"52,699",Rural,Vereda Barason,"2,006",11,Mayor de 18 años,No,Civil,Hombre,Herido,1.22182,-77.677265,Sin informacion,"(1.22182, -77.677265)","Pasando, estando cerca"
NARIÑO,52,SANTA CRUZ,"52,699",Rural,Vereda Barason,"2,006",11,Mayor de 18 años,No,Civil,Hombre,Herido,1.22182,-77.677265,Sin informacion,"(1.22182, -77.677265)","Pasando, estando cerca"
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,Sin información,"2,000",11,Mayor de 18 años,No,Civil,Hombre,Herido,8.639326,-72.735541,Sin informacion,"(8.639326, -72.735541)",Sin Información
ARAUCA,81,SARAVENA,"81,736",Rural,Vereda Barrancones,"2,005",7,Menor de 18 años,No,Civil,Mujer,Herido,6.958339,-71.878277,Sin informacion,"(6.958339, -71.878277)",Manipulación
ARAUCA,81,SARAVENA,"81,736",Rural,Vereda Barrancones,"2,005",7,Mayor de 18 años,No,Civil,Hombre,Herido,6.958339,-71.878277,Sin informacion,"(6.958339, -71.878277)",Manipulación
CASANARE,85,AGUAZUL,"85,010",Rural,Caserio San Benito,"1,992",9,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,5.168712,-72.552642,Sin informacion,"(5.168712, -72.552642)",Fuerza pública
CASANARE,85,AGUAZUL,"85,010",Rural,Caserio San Benito,"1,992",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.168712,-72.552642,Sin informacion,"(5.168712, -72.552642)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Vía Los Posos,"2,007",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.1025,-74.768333,Sin informacion,"(2.1025, -74.768333)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Vía Los Posos,"2,007",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.1025,-74.768333,Sin informacion,"(2.1025, -74.768333)",Fuerza pública
NORTE DE SANTANDER,54,EL TARRA,"54,250",Rural,"El Receptor , La Victoria","2,003",3,Mayor de 18 años,No,Civil,Mujer,Herido,8.574766,-73.097044,Sin informacion,"(8.574766, -73.097044)",Agricultura
META,50,SAN JUAN DE ARAMA,"50,683",Rural,Sin información,"2,006",10,Mayor de 18 años,No,Civil,Hombre,Herido,3.380464,-73.878772,Sin informacion,"(3.380464, -73.878772)","Pasando, estando cerca"
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Sector Los Andes,"2,006",8,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.660556,-74.851667,Sin informacion,"(2.660556, -74.851667)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,"86,568",Rural,Vereda El Porvenir,"2,004",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,0.352222,-76.465833,Sin informacion,"(0.352222, -76.465833)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,"86,568",Rural,Vereda El Porvenir,"2,004",7,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,0.352222,-76.465833,Sin informacion,"(0.352222, -76.465833)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,"86,568",Rural,Vereda El Porvenir,"2,004",7,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,0.352222,-76.465833,Sin informacion,"(0.352222, -76.465833)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,"86,568",Rural,Vereda El Porvenir,"2,004",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,0.352222,-76.465833,Sin informacion,"(0.352222, -76.465833)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,"86,568",Rural,Vereda El Porvenir,"2,004",7,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,0.352222,-76.465833,Sin informacion,"(0.352222, -76.465833)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,"86,568",Rural,Vereda El Porvenir,"2,004",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,0.352222,-76.465833,Sin informacion,"(0.352222, -76.465833)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,"86,568",Rural,Vereda El Porvenir,"2,004",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,0.352222,-76.465833,Sin informacion,"(0.352222, -76.465833)",Fuerza pública
TOLIMA,73,IBAGUÉ,"73,001",Rural,Vereda Tapias,"1,993",5,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,4.419413,-75.179926,Sin informacion,"(4.419413, -75.179926)",Fuerza pública
TOLIMA,73,IBAGUÉ,"73,001",Rural,Vereda Tapias,"1,993",5,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,4.419413,-75.179926,Sin informacion,"(4.419413, -75.179926)",Fuerza pública
META,50,URIBE,"50,370",Rural,Vereda Creavaux,"2,007",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.1475,-74.485278,Sin informacion,"(3.1475, -74.485278)",Fuerza pública
META,50,URIBE,"50,370",Rural,Vereda Creavaux,"2,007",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.1475,-74.485278,Sin informacion,"(3.1475, -74.485278)",Fuerza pública
BOYACA,15,PAJARITO,"15,518",Rural,Sitio Charanda,"1,995",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.293225,-72.703065,Sin informacion,"(5.293225, -72.703065)",Fuerza pública
BOYACA,15,PAJARITO,"15,518",Rural,Sitio Charanda,"1,995",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.293225,-72.703065,Sin informacion,"(5.293225, -72.703065)",Fuerza pública
BOYACA,15,PAJARITO,"15,518",Rural,Sitio Charanda,"1,995",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.293225,-72.703065,Sin informacion,"(5.293225, -72.703065)",Fuerza pública
HUILA,41,ALGECIRAS,"41,020",Rural,Vereda Termopilas,"2,007",6,Mayor de 18 años,No,Civil,Hombre,Herido,2.61066388888889,-75.1727361111111,Sin informacion,"(2.61066388888889, -75.1727361111111)",Sin Información
ARAUCA,81,ARAUCA,"81,001",Urbana,Sector Del Basurero,"2,002",5,Menor de 18 años,No,Civil,Hombre,Herido,7.087606,-70.75831,Sin informacion,"(7.087606, -70.75831)","Pasando, estando cerca"
ARAUCA,81,ARAUCA,"81,001",Urbana,Sector Del Basurero,"2,002",5,Menor de 18 años,No,Civil,Hombre,Herido,7.087606,-70.75831,Sin informacion,"(7.087606, -70.75831)","Pasando, estando cerca"
ARAUCA,81,ARAUCA,"81,001",Urbana,Sector Del Basurero,"2,002",5,Menor de 18 años,No,Civil,Hombre,Herido,7.087606,-70.75831,Sin informacion,"(7.087606, -70.75831)","Pasando, estando cerca"
CAUCA,19,SANTANDER DE QUILICHAO,"19,698",Rural,Barrio La Joyita,"2,006",6,Menor de 18 años,No,Civil,Hombre,Herido,3.036983,-76.479644,Sin informacion,"(3.036983, -76.479644)",Manipulación
CALDAS,17,SAMANÁ,"17,662",Rural,Sitio Quiebra Del Abejorro,"2,006",11,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.593889,-75.013056,Sin informacion,"(5.593889, -75.013056)",Fuerza pública
META,50,LA MACARENA,"50,350",Rural,Caño Yarumales,"2,008",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.558056,-73.748889,Sin informacion,"(2.558056, -73.748889)",Fuerza pública
META,50,LA MACARENA,"50,350",Rural,Caño Yarumales,"2,008",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.558056,-73.748889,Sin informacion,"(2.558056, -73.748889)",Fuerza pública
META,50,LA MACARENA,"50,350",Rural,Caño Yarumales,"2,008",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.558056,-73.748889,Sin informacion,"(2.558056, -73.748889)",Fuerza pública
NARIÑO,52,CUMBAL,"52,227",Rural,Vereda Miraflores,"2,006",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.0625,-77.9225,Sin informacion,"(1.0625, -77.9225)",Fuerza pública
CAUCA,19,CALOTO,"19,142",Rural,Vereda El Placer,"2,006",8,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,3.089167,-76.304444,Sin informacion,"(3.089167, -76.304444)",Fuerza pública
NORTE DE SANTANDER,54,SAN CALIXTO,"54,670",Rural,Vereda San Ignacio,"2,008",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,8.491667,-73.107778,Sin informacion,"(8.491667, -73.107778)",Fuerza pública
NORTE DE SANTANDER,54,SAN CALIXTO,"54,670",Rural,Vereda San Ignacio,"2,008",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,8.491667,-73.107778,Sin informacion,"(8.491667, -73.107778)",Fuerza pública
NORTE DE SANTANDER,54,SAN CALIXTO,"54,670",Rural,Vereda San Ignacio,"2,008",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,8.491667,-73.107778,Sin informacion,"(8.491667, -73.107778)",Fuerza pública
NORTE DE SANTANDER,54,SAN CALIXTO,"54,670",Rural,Vereda San Ignacio,"2,008",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,8.491667,-73.107778,Sin informacion,"(8.491667, -73.107778)",Fuerza pública
CAQUETA,18,FLORENCIA,"18,001",Rural,Vereda La Bocana,"2,007",5,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,1.820556,-75.501667,Sin informacion,"(1.820556, -75.501667)",Fuerza pública
CAQUETA,18,FLORENCIA,"18,001",Rural,Vereda La Bocana,"2,007",5,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.820556,-75.501667,Sin informacion,"(1.820556, -75.501667)",Fuerza pública
CAQUETA,18,FLORENCIA,"18,001",Rural,Vereda La Bocana,"2,007",5,Mayor de 18 años,No,Civil,Hombre,Herido,1.820556,-75.501667,Sin informacion,"(1.820556, -75.501667)","Pasando, estando cerca"
CAQUETA,18,FLORENCIA,"18,001",Rural,Vereda La Bocana,"2,007",5,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,1.820556,-75.501667,Sin informacion,"(1.820556, -75.501667)",Fuerza pública
CAQUETA,18,FLORENCIA,"18,001",Rural,Vereda La Bocana,"2,007",5,Mayor de 18 años,No,Civil,Hombre,Muerto,1.820556,-75.501667,Sin informacion,"(1.820556, -75.501667)","Pasando, estando cerca"
CAQUETA,18,FLORENCIA,"18,001",Rural,Vereda La Bocana,"2,007",5,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,1.820556,-75.501667,Sin informacion,"(1.820556, -75.501667)",Fuerza pública
HUILA,41,LA PLATA,"41,396",Rural,Sin información,"1,995",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.390531,-75.892529,Sin informacion,"(2.390531, -75.892529)",Fuerza pública
HUILA,41,LA PLATA,"41,396",Rural,Sin información,"1,995",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.390531,-75.892529,Sin informacion,"(2.390531, -75.892529)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Vereda La Arenosa,"2,008",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.107222,-75.044167,Sin informacion,"(1.107222, -75.044167)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio Rosario,"2,007",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,8.641111,-73.173611,Sin informacion,"(8.641111, -73.173611)",Fuerza pública
BOLIVAR,13,SAN PABLO,"13,670",Rural,Sitio Cañabraval,"2,006",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.483919,-73.933361,Sin informacion,"(7.483919, -73.933361)",Fuerza pública
ARAUCA,81,ARAUQUITA,"81,065",Rural,Sin información,"2,006",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.023186,-71.384978,Sin informacion,"(7.023186, -71.384978)",Fuerza pública
ARAUCA,81,ARAUQUITA,"81,065",Rural,Sin información,"2,006",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.023186,-71.384978,Sin informacion,"(7.023186, -71.384978)",Fuerza pública
ARAUCA,81,ARAUQUITA,"81,065",Rural,Sin información,"2,006",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.023186,-71.384978,Sin informacion,"(7.023186, -71.384978)",Sin Información
ANTIOQUIA,5,ZARAGOZA,"5,895",Rural,Sin información,"2,001",4,Mayor de 18 años,No,Civil,Hombre,Herido,7.490632,-74.867778,Sin informacion,"(7.490632, -74.867778)",Sin Información
ANTIOQUIA,5,ZARAGOZA,"5,895",Rural,Sin información,"2,001",4,Menor de 18 años,No,Civil,Mujer,Herido,7.490632,-74.867778,Sin informacion,"(7.490632, -74.867778)","Pasando, estando cerca"
BOLIVAR,13,CANTAGALLO,"13,160",Rural,Sector Alto Caño Frío,"2,006",6,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.379167,-73.918975,Sin informacion,"(7.379167, -73.918975)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,Vereda Mesitas,"2,006",2,Mayor de 18 años,No,Civil,Hombre,Muerto,8.321825,-73.145699,Sin informacion,"(8.321825, -73.145699)","Pasando, estando cerca"
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,Vereda Mesitas,"2,006",2,Mayor de 18 años,No,Civil,Sin Información,Herido,8.321825,-73.145699,Sin informacion,"(8.321825, -73.145699)","Pasando, estando cerca"
META,50,MESETAS,"50,330",Rural,Sin información,"2,005",4,Mayor de 18 años,No,Civil,Hombre,Herido,3.393932,-74.077449,Sin informacion,"(3.393932, -74.077449)",Cuidado de animales
BOLIVAR,13,SIMITÍ,"13,744",Rural,Vereda Santa Rosa,"1,995",12,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.9677907161,-73.9435731577,Sin informacion,"(7.9677907161, -73.9435731577)",Fuerza pública
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Rural,Vereda El Boquerón,"2,006",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.946667,-75.063056,Sin informacion,"(5.946667, -75.063056)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,El Bejuco,"2,006",4,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,8.579444,-73.230833,Sin informacion,"(8.579444, -73.230833)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,El Bejuco,"2,006",4,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,8.579444,-73.230833,Sin informacion,"(8.579444, -73.230833)",Fuerza pública
VAUPES,97,MITÚ,"97,001",Rural,"Barrio Monfort, Mitú","2,002",11,Mayor de 18 años,No,Civil,Hombre,Muerto,1.249969,-70.235462,Sin informacion,"(1.249969, -70.235462)","Recogiendo comida, agua ó  madera"
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda Santa Lucia,"2,005",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.316667,-75.819167,Sin informacion,"(7.316667, -75.819167)",Fuerza pública
BOLIVAR,13,ACHÍ,"13,006",Rural,Serranía De San Lucas,"1,994",3,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,8.573333,-74.560996,Sin informacion,"(8.573333, -74.560996)",Fuerza pública
BOLIVAR,13,ACHÍ,"13,006",Rural,Serranía De San Lucas,"1,994",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,8.573333,-74.560996,Sin informacion,"(8.573333, -74.560996)",Sin Información
TOLIMA,73,ROVIRA,"73,624",Rural,"Vereda Cima Real, Sitio Hervideros","2,005",1,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,4.126667,-75.3675,Sin informacion,"(4.126667, -75.3675)",Fuerza pública
TOLIMA,73,ROVIRA,"73,624",Rural,"Vereda Cima Real, Sitio Hervideros","2,005",1,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,4.126667,-75.3675,Sin informacion,"(4.126667, -75.3675)",Fuerza pública
META,50,MESETAS,"50,330",Rural,Vereda La Argentina,"2,008",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.248889,-74.008333,Sin informacion,"(3.248889, -74.008333)",Fuerza pública
META,50,MESETAS,"50,330",Rural,Sector Del Alto El Gobernador,"2,008",2,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,3.272,-74.09,Sin informacion,"(3.272, -74.09)",Fuerza pública
BOYACA,15,EL COCUY,"15,244",Rural,Vereda La Cueva,"2,000",6,Mayor de 18 años,No,Civil,Hombre,Herido,6.4078,-72.444665,Sin informacion,"(6.4078, -72.444665)",Sin Información
BOYACA,15,EL COCUY,"15,244",Rural,Vereda La Cueva,"2,000",6,Mayor de 18 años,No,Civil,Hombre,Herido,6.4078,-72.444665,Sin informacion,"(6.4078, -72.444665)",Sin Información
BOYACA,15,EL COCUY,"15,244",Rural,Vereda La Cueva,"2,000",6,Mayor de 18 años,No,Civil,Hombre,Herido,6.4078,-72.444665,Sin informacion,"(6.4078, -72.444665)",Sin Información
BOYACA,15,EL COCUY,"15,244",Rural,Vereda La Cueva,"2,000",6,Mayor de 18 años,No,Civil,Hombre,Herido,6.4078,-72.444665,Sin informacion,"(6.4078, -72.444665)",Sin Información
HUILA,41,NEIVA,"41,001",Rural,Inspección San Antonio,"2,002",4,Mayor de 18 años,No,Civil,Hombre,Herido,2.942415,-75.296437,Sin informacion,"(2.942415, -75.296437)",Sin Información
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Alto El Guamo,"2,004",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.38666666666667,-75.345,Sin informacion,"(7.38666666666667, -75.345)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Alto El Guamo,"2,004",3,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,7.38666666666667,-75.345,Sin informacion,"(7.38666666666667, -75.345)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Alto El Guamo,"2,004",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.38666666666667,-75.345,Sin informacion,"(7.38666666666667, -75.345)",Fuerza pública
CAUCA,19,EL TAMBO,"19,256",Rural,Sin información,"2,005",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.460833,-76.883889,Sin informacion,"(2.460833, -76.883889)",Fuerza pública
ANTIOQUIA,5,NARIÑO,"5,483",Rural,Sin información,"2,004",12,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.609351,-75.176737,Sin informacion,"(5.609351, -75.176737)",Fuerza pública
CUNDINAMARCA,25,BELTRÁN,"25,086",Rural,Sin información,"1,995",6,Mayor de 18 años,No,Civil,Hombre,Herido,4.77495,-74.708257,Sin informacion,"(4.77495, -74.708257)",Sin Información
