departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
ANTIOQUIA,5,CAMPAMENTO,"5,134",Rural,Las Brisas,"2,006",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.056389,-75.286944,Sin informacion,"(7.056389, -75.286944)",Fuerza pública
CAUCA,19,CALDONO,"19,137",Rural,Sin información,"1,998",9,Mayor de 18 años,No,Civil,Hombre,Muerto,2.797838,-76.482784,Sin informacion,"(2.797838, -76.482784)",Sin Información
CUNDINAMARCA,25,VILLAGÓMEZ,"25,871",Rural,Vereda Caipal,"2,003",10,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.273503,-74.195194,Sin informacion,"(5.273503, -74.195194)",Fuerza pública
NARIÑO,52,RICAURTE,"52,612",Rural,Vereda La Esperanza,"2,007",1,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,1.170556,-78.081944,Sin informacion,"(1.170556, -78.081944)",Fuerza pública
HUILA,41,GIGANTE,"41,306",Rural,El Tendido,"2,005",1,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.387075,-75.545717,Sin informacion,"(2.387075, -75.545717)",Fuerza pública
HUILA,41,GIGANTE,"41,306",Rural,El Tendido,"2,005",1,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.387075,-75.545717,Sin informacion,"(2.387075, -75.545717)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda Bolivar,"2,008",5,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,7.073333,-75.147222,Sin informacion,"(7.073333, -75.147222)",Fuerza pública
CAQUETA,18,CARTAGENA DEL CHAIRÁ,"18,150",Rural,Area General Cartagena Del Chaira,"2,004",7,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,0.848056,-74.464167,Sin informacion,"(0.848056, -74.464167)",Fuerza pública
CESAR,20,PELAYA,"20,550",Rural,Puente Simona,"1,996",4,Mayor de 18 años,No,Civil,Hombre,Herido,8.65443,-73.64705,Sin informacion,"(8.65443, -73.64705)",Sin Información
SANTANDER,68,SABANA DE TORRES,"68,655",Rural,Los Canelos,"2,007",2,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,7.380556,-73.423333,Sin informacion,"(7.380556, -73.423333)",Fuerza pública
SANTANDER,68,SABANA DE TORRES,"68,655",Rural,Los Canelos,"2,007",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.380556,-73.423333,Sin informacion,"(7.380556, -73.423333)",Fuerza pública
CAUCA,19,CALDONO,"19,137",Rural,Sin información,"2,004",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.797838,-76.482784,Sin informacion,"(2.797838, -76.482784)",Fuerza pública
CAUCA,19,CALDONO,"19,137",Rural,Sin información,"2,004",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.797838,-76.482784,Sin informacion,"(2.797838, -76.482784)",Fuerza pública
CAUCA,19,JAMBALÓ,"19,364",Rural,Vereda La Laguna,"2,002",8,Mayor de 18 años,No,Civil,Mujer,Herido,2.776824,-76.324799,Sin informacion,"(2.776824, -76.324799)",Sin Información
HUILA,41,COLOMBIA,"41,206",Rural,Sin información,"2,008",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.375361,-74.802161,Sin informacion,"(3.375361, -74.802161)",Fuerza pública
HUILA,41,COLOMBIA,"41,206",Rural,Sin información,"2,008",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.375361,-74.802161,Sin informacion,"(3.375361, -74.802161)",Fuerza pública
NORTE DE SANTANDER,54,DURANIA,"54,239",Urbana,Barrio La Palma,"2,004",2,Mayor de 18 años,No,Civil,Mujer,Muerto,7.714365,-72.655037,Sin informacion,"(7.714365, -72.655037)",Sin Información
VAUPES,97,MITÚ,"97,001",Rural,Cachivera - Vía Bocatoma,"2,000",4,Mayor de 18 años,No,Civil,Hombre,Muerto,1.249969,-70.235462,Sin informacion,"(1.249969, -70.235462)",Agricultura
META,50,PUERTO RICO,"50,590",Rural,Casco Urbano,"2,003",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.939542,-73.207891,Sin informacion,"(2.939542, -73.207891)",Fuerza pública
META,50,PUERTO RICO,"50,590",Rural,Casco Urbano,"2,003",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.939542,-73.207891,Sin informacion,"(2.939542, -73.207891)",Fuerza pública
SANTANDER,68,SURATÁ,"68,780",Rural,Sitio Turbay,"2,004",1,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,7.371953,-72.982441,Sin informacion,"(7.371953, -72.982441)",Fuerza pública
ANTIOQUIA,5,SAN LUIS,"5,660",Rural,Vereda Las Margaritas,"2,002",11,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,6.055556,-75.033333,Sin informacion,"(6.055556, -75.033333)",Fuerza pública
ANTIOQUIA,5,SAN LUIS,"5,660",Rural,Vereda Las Margaritas,"2,002",11,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,6.055556,-75.033333,Sin informacion,"(6.055556, -75.033333)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Vereda Vijagual,"2,008",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,8.437183,-73.287706,Sin informacion,"(8.437183, -73.287706)",Fuerza pública
BOLIVAR,13,SANTA ROSA DEL SUR,"13,688",Rural,Sitio Pueblo Gato,"2,007",8,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,7.673889,-74.235556,Sin informacion,"(7.673889, -74.235556)",Fuerza pública
META,50,PUERTO RICO,"50,590",Rural,Sin información,"2,004",3,Mayor de 18 años,No,Civil,Hombre,Herido,2.939542,-73.207891,Sin informacion,"(2.939542, -73.207891)","Pasando, estando cerca"
BOLIVAR,13,SAN JACINTO,"13,654",Rural,Finca La Hormiga,"2,002",12,Mayor de 18 años,No,Civil,Hombre,Herido,9.858672,-75.116664,Sin informacion,"(9.858672, -75.116664)",Agricultura
BOLIVAR,13,SAN JACINTO,"13,654",Rural,Finca La Hormiga,"2,002",12,Mayor de 18 años,No,Civil,Hombre,Herido,9.858672,-75.116664,Sin informacion,"(9.858672, -75.116664)",Agricultura
ANTIOQUIA,5,SONSÓN,"5,756",Rural,Santa Ana,"2,005",7,Mayor de 18 años,No,Civil,Hombre,Herido,5.709167,-75.310278,Sin informacion,"(5.709167, -75.310278)",Sin Información
ANTIOQUIA,5,YONDÓ,"5,893",Rural,Los Corrales,"2,007",7,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,7.073889,-74.102222,Sin informacion,"(7.073889, -74.102222)",Fuerza pública
ANTIOQUIA,5,YONDÓ,"5,893",Rural,Los Corrales,"2,007",7,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,7.073889,-74.102222,Sin informacion,"(7.073889, -74.102222)",Fuerza pública
ANTIOQUIA,5,YONDÓ,"5,893",Rural,Los Corrales,"2,007",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.073889,-74.102222,Sin informacion,"(7.073889, -74.102222)",Fuerza pública
ANTIOQUIA,5,YONDÓ,"5,893",Rural,Los Corrales,"2,007",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.073889,-74.102222,Sin informacion,"(7.073889, -74.102222)",Fuerza pública
BOLIVAR,13,CÓRDOBA,"13,212",Rural,Corregimiento Guaimaral,"2,004",2,Mayor de 18 años,No,Civil,Hombre,Muerto,9.592027,-74.833187,Sin informacion,"(9.592027, -74.833187)","Pasando, estando cerca"
SANTANDER,68,BARRANCABERMEJA,"68,081",Rural,Vereda Minas Del Paraiso,"1,998",10,Mayor de 18 años,No,Civil,Hombre,Muerto,7.063386,-73.859168,Sin informacion,"(7.063386, -73.859168)",Sin Información
NARIÑO,52,CUMBITARA,"52,233",Rural,Sin información,"2,006",8,Mayor de 18 años,No,Civil,Hombre,Herido,1.64746,-77.579056,Sin informacion,"(1.64746, -77.579056)",Sin Información
CUNDINAMARCA,25,ALBÁN,"25,019",Rural,Sin información,"2,002",12,Mayor de 18 años,No,Civil,Hombre,Muerto,4.875291,-74.439327,Sin informacion,"(4.875291, -74.439327)","Pasando, estando cerca"
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,Sector Vega De Castrillón,"2,006",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,8.394033,-73.053364,Sin informacion,"(8.394033, -73.053364)",Fuerza pública
ANTIOQUIA,5,ARGELIA,"5,055",Rural,Sitio Tabanares,"2,005",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.754444,-75.136944,Sin informacion,"(5.754444, -75.136944)",Fuerza pública
NARIÑO,52,CUMBITARA,"52,233",Rural,Sin información,"2,006",7,Mayor de 18 años,No,Civil,Hombre,Herido,1.64746,-77.579056,Sin informacion,"(1.64746, -77.579056)",Sin Información
BOLIVAR,13,SANTA ROSA DEL SUR,"13,688",Rural,Corregimiento De San Pedro Frio,"2,001",1,Menor de 18 años,No,Civil,Hombre,Herido,7.963275,-74.051674,Sin informacion,"(7.963275, -74.051674)",Jugando
SANTANDER,68,BUCARAMANGA,"68,001",Urbana,Barrio Antonia Santos,"1,993",10,Mayor de 18 años,No,Civil,Hombre,Muerto,7.10514146815,-73.1169958185,Sin informacion,"(7.10514146815, -73.1169958185)",Sin Información
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Urbana,Sito El Alto Del Oso,"2,002",2,Mayor de 18 años,No,Civil,Hombre,Herido,5.965414,-75.10198,Sin informacion,"(5.965414, -75.10198)",Sin Información
CAUCA,19,PÁEZ,"19,517",Rural,Resguardo Indigena La Mesa De Caloto,"2,006",1,Mayor de 18 años,Indigena,Civil,Hombre,Herido,2.66408761866,-75.9730436997,Sin informacion,"(2.66408761866, -75.9730436997)","Pasando, estando cerca"
CAUCA,19,PÁEZ,"19,517",Rural,Resguardo Indigena La Mesa De Caloto,"2,006",1,Mayor de 18 años,No,Civil,Hombre,Herido,2.66408761866,-75.9730436997,Sin informacion,"(2.66408761866, -75.9730436997)","Pasando, estando cerca"
ANTIOQUIA,5,REMEDIOS,"5,604",Rural,Sin información,"2,002",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.059722,-74.534444,Sin informacion,"(7.059722, -74.534444)",Fuerza pública
NARIÑO,52,LOS ANDES,"52,418",Rural,Sin información,"2,006",1,Mayor de 18 años,No,Civil,Mujer,Herido,1.493975,-77.521244,Sin informacion,"(1.493975, -77.521244)",Sin Información
ANTIOQUIA,5,DABEIBA,"5,234",Rural,Sitio Guilleros,"2,007",6,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.101667,-76.114444,Sin informacion,"(7.101667, -76.114444)",Fuerza pública
BOLIVAR,13,SAN PABLO,"13,670",Rural,Sin información,"1,996",8,Mayor de 18 años,No,Civil,Mujer,Herido,7.483919,-73.933361,Sin informacion,"(7.483919, -73.933361)",Sin Información
ANTIOQUIA,5,EL BAGRE,"5,250",Rural,Vereda La Negrita,"2,001",7,Mayor de 18 años,Indigena,Civil,Hombre,Herido,7.597383,-74.809065,Sin informacion,"(7.597383, -74.809065)",Sin Información
ANTIOQUIA,5,EL BAGRE,"5,250",Rural,Vereda La Negrita,"2,001",7,Mayor de 18 años,No,Civil,Hombre,Herido,7.597383,-74.809065,Sin informacion,"(7.597383, -74.809065)",Sin Información
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Rural,Sin información,"2,004",8,Mayor de 18 años,No,Civil,Hombre,Herido,5.965414,-75.10198,Sin informacion,"(5.965414, -75.10198)","Pasando, estando cerca"
NORTE DE SANTANDER,54,EL CARMEN,"54,245",Rural,El Cerro,"2,002",12,Mayor de 18 años,No,Civil,Hombre,Herido,8.507478,-73.44629,Sin informacion,"(8.507478, -73.44629)",Agricultura
BOLIVAR,13,SIMITÍ,"13,744",Rural,Vereda La Humareda,"2,006",11,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.668056,-74.150556,Sin informacion,"(7.668056, -74.150556)",Fuerza pública
BOLIVAR,13,SIMITÍ,"13,744",Rural,Vereda La Humareda,"2,006",11,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.668056,-74.150556,Sin informacion,"(7.668056, -74.150556)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Sector Caño Blanco,"2,003",11,Mayor de 18 años,No,Civil,Hombre,Herido,3.125088,-73.752373,Sin informacion,"(3.125088, -73.752373)","Pasando, estando cerca"
SANTANDER,68,CALIFORNIA,"68,132",Rural,Grey Star,"2,002",2,Mayor de 18 años,No,Civil,Hombre,Herido,7.347952,-72.945453,Sin informacion,"(7.347952, -72.945453)",Sin Información
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Rural,Vereda Campo Alegre,"2,005",5,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,5.965414,-75.10198,Sin informacion,"(5.965414, -75.10198)",Fuerza pública
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Rural,Vereda Campo Alegre,"2,005",5,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.965414,-75.10198,Sin informacion,"(5.965414, -75.10198)",Fuerza pública
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Rural,Vereda Campo Alegre,"2,005",5,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.965414,-75.10198,Sin informacion,"(5.965414, -75.10198)",Fuerza pública
TOLIMA,73,CAJAMARCA,"73,124",Rural,Sitio Las Dantas,"1,992",12,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,4.441646,-75.426627,Sin informacion,"(4.441646, -75.426627)",Fuerza pública
NORTE DE SANTANDER,54,SAN CALIXTO,"54,670",Rural,Corregimiento San Jerónimo,"2,006",10,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,8.471944,-73.219167,Sin informacion,"(8.471944, -73.219167)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,Via Pasto - Tumaco,"2,007",12,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,1.438889,-78.4025,Sin informacion,"(1.438889, -78.4025)",Fuerza pública
TOLIMA,73,RIOBLANCO,"73,616",Rural,Parte Alta Los Guayabo,"2,007",5,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.529701,-75.644823,Sin informacion,"(3.529701, -75.644823)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Vereda La Horqueta,"2,005",10,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.165833,-73.981667,Sin informacion,"(3.165833, -73.981667)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Vereda La Horqueta,"2,005",10,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.165833,-73.981667,Sin informacion,"(3.165833, -73.981667)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Vereda La Horqueta,"2,005",10,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.165833,-73.981667,Sin informacion,"(3.165833, -73.981667)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Vereda La Horqueta,"2,005",10,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.165833,-73.981667,Sin informacion,"(3.165833, -73.981667)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Vereda La Horqueta,"2,005",10,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.165833,-73.981667,Sin informacion,"(3.165833, -73.981667)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Vereda La Horqueta,"2,005",10,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.165833,-73.981667,Sin informacion,"(3.165833, -73.981667)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Vereda La Horqueta,"2,005",10,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.165833,-73.981667,Sin informacion,"(3.165833, -73.981667)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Vereda La Horqueta,"2,005",10,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.165833,-73.981667,Sin informacion,"(3.165833, -73.981667)",Fuerza pública
BOLIVAR,13,SANTA ROSA DEL SUR,"13,688",Rural,Sin información,"2,000",10,Mayor de 18 años,No,Civil,Hombre,Herido,7.963275,-74.051674,Sin informacion,"(7.963275, -74.051674)",Agricultura
BOYACA,15,PISBA,"15,550",Rural,"Sitio La Cuchilla, Vereda Moniquirá","2,006",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.705278,-72.409444,Sin informacion,"(5.705278, -72.409444)",Fuerza pública
BOYACA,15,PAUNA,"15,531",Rural,Sitio La Palmera,"1,994",1,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.656463,-73.978741,Sin informacion,"(5.656463, -73.978741)",Fuerza pública
BOYACA,15,PAUNA,"15,531",Rural,Sitio La Palmera,"1,994",1,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.656463,-73.978741,Sin informacion,"(5.656463, -73.978741)",Fuerza pública
BOLIVAR,13,SAN JACINTO,"13,654",Rural,Sin información,"2,005",11,Mayor de 18 años,No,Civil,Hombre,Herido,9.858672,-75.116664,Sin informacion,"(9.858672, -75.116664)",Sin Información
ANTIOQUIA,5,SAN ANDRÉS,"5,647",Rural,Sitio El Cordal,"2,004",2,Menor de 18 años,No,Civil,Hombre,Herido,6.798611,-75.758333,Sin informacion,"(6.798611, -75.758333)","Pasando, estando cerca"
ANTIOQUIA,5,SAN ANDRÉS,"5,647",Rural,Sitio El Cordal,"2,004",2,Mayor de 18 años,No,Civil,Mujer,Muerto,6.798611,-75.758333,Sin informacion,"(6.798611, -75.758333)","Pasando, estando cerca"
ANTIOQUIA,5,SAN ANDRÉS,"5,647",Rural,Sitio El Cordal,"2,004",2,Mayor de 18 años,No,Civil,Hombre,Herido,6.798611,-75.758333,Sin informacion,"(6.798611, -75.758333)","Pasando, estando cerca"
ANTIOQUIA,5,APARTADÓ,"5,045",Rural,Vereda Los Mandarinos,"2,007",11,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.95666666666667,-76.5522222222222,Sin informacion,"(7.95666666666667, -76.5522222222222)",Fuerza pública
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Rural,Vereda La Loma,"2,004",1,Mayor de 18 años,No,Civil,Hombre,Herido,5.965414,-75.10198,Sin informacion,"(5.965414, -75.10198)",Agricultura
ANTIOQUIA,5,REMEDIOS,"5,604",Rural,Sin información,"1,997",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.028009,-74.693451,Sin informacion,"(7.028009, -74.693451)",Fuerza pública
ANTIOQUIA,5,REMEDIOS,"5,604",Rural,Sin información,"1,997",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.028009,-74.693451,Sin informacion,"(7.028009, -74.693451)",Fuerza pública
ANTIOQUIA,5,REMEDIOS,"5,604",Rural,Sin información,"1,997",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.028009,-74.693451,Sin informacion,"(7.028009, -74.693451)",Fuerza pública
ANTIOQUIA,5,REMEDIOS,"5,604",Rural,Sin información,"1,997",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.028009,-74.693451,Sin informacion,"(7.028009, -74.693451)",Fuerza pública
CALDAS,17,SAMANÁ,"17,662",Rural,Sin información,"2,004",12,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CAUCA,19,SANTANDER DE QUILICHAO,"19,698",Rural,El Broche,"2,005",4,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.998889,-76.472778,Sin informacion,"(2.998889, -76.472778)",Fuerza pública
BOLIVAR,13,SAN JACINTO,"13,654",Rural,La Cañada,"2,007",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,9.819722,-75.088056,Sin informacion,"(9.819722, -75.088056)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda Solano,"2,005",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.248889,-75.181944,Sin informacion,"(7.248889, -75.181944)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda Solano,"2,005",9,Mayor de 18 años,No,Civil,Hombre,Herido,7.248889,-75.181944,Sin informacion,"(7.248889, -75.181944)","Pasando, estando cerca"
